Place,Details,Class,WordCount
Vecna Robotics,"['used', 'manufacturing', 'warehousing', 'fulfillment', 'vecna', 'autonomous', 'robots', 'transport', 'lift', 'convey', 'types', 'materials', 'environments', 'help', 'warehouse', 'distribution', 'operators', 'move', 'products', 'quickly', 'minimal', 'handling', 'company', 'says', 'platforms', 'dramatically', 'increase', 'cart', 'pick', 'rates', 'optimizing', 'picks', 'automating', 'horizontal', 'transport', 'significantly', 'reducing', 'walking', 'distances']",Robotic,53
Ventria Bioscience,"['biotech', 'company', 'focus', 'human', 'nutrition', 'human', 'therapeutics', 'company', 'established', 'colorado', 'company', 'core', 'technology', 'genetically', 'modified', 'protein', 'production', 'system', 'called', 'pharming', 'system', 'called', 'expresstec']",Biotechnology,38
Veo Robotics,"['creates', 'industrial', 'robots', 'sensing', 'ai', 'computer', 'vision', 'capabilities', 'enhance', 'manufacturing', 'operations', 'robots', 'work', 'alongside', 'humans', 'make', 'workplaces', 'flexible', 'efficient', 'using', 'sensors', 'detect', 'objects', 'nearby', 'necessary', 'slow', 'stop', 'robots', 'used', 'car', 'assembly', 'lines', 'handle', 'heavy', 'lifting', 'human', 'coworkers', 'perform', 'delicate', 'tasks']",Robotic,62
Vertex Pharmaceuticals,"['global', 'biotechnology', 'company', 'engaged', 'discovery', 'development', 'breakthrough', 'small', 'molecule', 'drugs', 'serious', 'diseases', 'discovered', 'developed', 'first', 'medicines', 'treat', 'underlying', 'cause', 'cystic', 'fibrosis', 'cf', 'rare', 'genetic', 'disease', 'addition', 'clinical', 'development', 'programs', 'cf', 'vertex', 'dozen', 'ongoing', 'research', 'programs', 'focused', 'underlying', 'mechanisms', 'serious', 'diseases']",Biotechnology,63
Viatris,"['produces', 'sells', 'variety', 'medicines', 'approved', 'therapeutic', 'molecules', 'portfolio', 'viatris', 'products', 'cover', 'therapeutic', 'areas', 'including', 'cardiovascular', 'infectious', 'disease', 'oncology', 'immunology', 'cns', 'anesthesia', 'women', 'healthcare', 'diabetes', 'metabolism', 'gastroenterology', 'respiratory', 'allergy', 'dermatology']",Biotechnology,40
Victoria Falls,"['victoria', 'falls', 'border', 'zambia', 'zimbabwe', 'three', 'largest', 'waterfalls', 'world', 'victoria', 'falls', 'included', 'world', 'heritage', 'list', 'locals', 'call', 'mosi', 'otuna', 'means', 'smoke', 'thunders', 'like', 'thunderbolt', 'addition', 'town', 'zimbabwe', 'name', 'waterfall', 'due', 'obstruction', 'dangjiang', 'river', 'livingstone', 'island', 'waterfall', 'divided', 'five', 'sections', 'forming', 'devil', 'falls', 'main', 'falls', 'horseshoe', 'falls', 'rainbow', 'falls', 'east', 'falls', 'among', 'devil', 'waterfall', 'west', 'particularly', 'majestic']",None Related,100
Vieil Annecy,"['come', 'annecy', 'must', 'go', 'old', 'city', 'good', 'stroll', 'ancient', 'city', 'full', 'buildings', 'good', 'places', 'pictures', 'canals', 'alleys', 'every', 'weekend', 'lively', 'market', 'artists', 'painting', 'street', 'well', 'variety', 'interesting', 'small', 'shops', 'attracting', 'tourists', 'world', 'stop']",None Related,73
Viome,"['longevity', 'preventative', 'healthcare', 'company', 'combines', 'rna', 'sequencing', 'artificial', 'intelligence', 'ai', 'technology', 'goal', 'discovering', 'predictive', 'biomarkers', 'prevent', 'diseases', 'viome', 'markets', 'tests', 'provide', 'personalized', 'nutritional', 'guidance', 'sells', 'microbiome', 'health', 'products']",Biotechnology,39
Waiheke Island,"['holidays', 'climbing', 'vines', 'fragrant', 'olive', 'groves', 'farmland', 'unbearably', 'soft', 'beaches', 'waiheke', 'island', 'wine', 'island', 'waiheke', 'island', 'boat', 'ride', 'away', 'downtown', 'auckland', 'waiheke', 'island', 'maori', 'language', 'means', 'water', 'waterfalls', 'difficult', 'imagine', 'waiheke', 'island', 'rich', 'grapes', 'known', 'island', 'wine', 'often', 'wine', 'evaluation', 'activities', 'island', 'taste', 'fresh', 'wine', 'lovers', 'miss', 'wine', 'olives', 'exceptionally', 'rich', 'good', 'quality', 'certainly', 'pleasure', 'taste', 'olive', 'oils', 'various', 'stages', 'waterfall', 'sunny', 'beach', 'island', 'waterfall', 'water', 'makes', 'everyone', 'happy', 'beach', 'sea', 'bottom', 'sea', 'long', 'related', 'sea', 'countless', 'things', 'enjoyed', 'waiheke', 'island', 'beaches', 'active', 'sports', 'beaches', 'undisturbed', 'clean', 'beaches', 'sunny', 'beaches', 'covered', 'golden', 'sand', 'rocky', 'bushy', 'beaches', 'pick', 'island', 'gu', 'cheng', 'former', 'residence', 'place', 'poet', 'gu', 'cheng', 'lived', 'pair', 'black', 'eyes', 'try', 'find', 'light', 'dark', 'night', 'like', 'poet', 'idea', 'remembering', 'poet', 'please', 'go', 'rockybay', 'waiheke', 'island', 'former', 'residence', 'poet', 'inhabited', 'please', 'disturb', 'stand', 'quietly', 'remember']",None Related,254
Waiotapu Thermal Wonderland,"['means', 'holy', 'water', 'maori', 'rotorua', 'famous', 'geothermal', 'areas', 'famous', 'ones', 'wonderland', 'beautiful', 'champagne', 'pool', 'lady', 'knox', 'geyser', 'starts', 'spewing', 'water', 'every', 'day', 'geothermal', 'wonderland', 'centered', 'volcanically', 'active', 'taupo', 'volcano', 'area', 'kilometers', 'walking', 'trails', 'lead', 'interesting', 'attractions', 'including', 'boiling', 'extremely', 'photogenic', 'champagne', 'pool', 'thick', 'always', 'boiling', 'mud', 'hot', 'springs', 'lady', 'knox', 'geyser', 'spouts', 'water', 'mysteriously', 'timed', 'fixed', 'points', 'every', 'day', 'starts', 'spewing', 'energetically', 'often', 'hour', 'time', 'water', 'column', 'high', 'meters', 'addition', 'watching', 'kinds', 'wonderful', 'magnificent', 'natural', 'landscapes', 'along', 'walking', 'trails', 'please', 'careful', 'walk', 'areas', 'warning', 'signs', 'avoid', 'danger', 'helicopter', 'get', 'view', 'entire', 'steamy', 'fantasy', 'world', 'scenic', 'spot', 'equipped', 'shopping', 'area', 'cafes', 'tired', 'walking', 'go', 'cafe', 'cup', 'hot', 'coffee', 'break', 'leaving', 'may', 'wish', 'buy', 'mud', 'mask', 'represent', 'rotorua', 'oh', 'special', 'product']",None Related,221
Waitomo Glowworm Caves,"['waitomo', 'glowworm', 'cave', 'limestone', 'cave', 'western', 'mountainous', 'area', 'north', 'island', 'new', 'zealand', 'scenic', 'spot', 'new', 'zealand', 'waitomo', 'maori', 'means', 'surrounded', 'green', 'water', 'wall', 'cave', 'dotted', 'green', 'light', 'dots', 'layered', 'upon', 'layer', 'upon', 'layer', 'green', 'lights', 'flicker', 'black', 'water', 'light', 'shadow', 'doubled', 'wonderful', 'world', 'belonging', 'green', 'elves', 'three', 'caves', 'different', 'characteristics', 'make', 'glowworm', 'cave', 'glowworm', 'cave', 'mainly', 'composed', 'three', 'caves', 'different', 'characteristics', 'waitomo', 'glowworm', 'cave', 'ruakuri', 'cave', 'alanui', 'cave', 'glowworm', 'cave', 'stalactite', 'cave', 'history', 'years', 'small', 'lake', 'mountain', 'cave', 'ice', 'snow', 'melted', 'flowed', 'cracks', 'rock', 'formation', 'gradually', 'eroded', 'current', 'cave', 'cathedral', 'cave', 'inside', 'waitomo', 'glowworm', 'caves', 'huge', 'cave', 'known', 'echoes', 'space', 'ruakuri', 'cave', 'legendary', 'underground', 'cave', 'sound', 'water', 'underground', 'waterfall', 'heard', 'entrance', 'alanui', 'cave', 'visitor', 'center', 'vaulted', 'greenhouse', 'membrane', 'structure', 'imposing', 'thousands', 'glowworms', 'enter', 'cave', 'tour', 'need', 'boat', 'enter', 'depths', 'cave', 'getting', 'boat', 'guide', 'pull', 'guide', 'rope', 'push', 'boat', 'forward', 'strange', 'spot', 'light', 'cave', 'light', 'emitted', 'thousands', 'fireflies', 'find', 'patches', 'green', 'white', 'light', 'rocks', 'looking', 'closely', 'jagged', 'translucent', 'filaments', 'hanging', 'ceiling', 'cave', 'light', 'shadow', 'silk', 'clear', 'water', 'droplets', 'like', 'curtain', 'crystal', 'beads', 'beautiful', 'filaments', 'slime', 'firefly', 'fishing', 'tool', 'attract', 'prey', 'insects', 'firefly', 'found', 'new', 'zealand', 'australia', 'black', 'labyrinth', 'tour', 'abyss', 'tour', 'odyssey', 'tour', 'addition', 'black', 'water', 'rafting', 'glowworm', 'cave', 'brave', 'enough', 'endurance', 'good', 'enough', 'experience', 'black', 'labyrinth', 'tour', 'organized', 'legendary', 'black', 'water', 'rafting', 'company', 'journey', 'abyss', 'journey', 'odyssey', 'three', 'journeys', 'hours', 'respectively', 'involve', 'rock', 'climbing', 'caves', 'abseiling', 'rafting', 'tires', 'course', 'participate', 'tours', 'enjoy', 'free', 'hot', 'showers', 'delicious', 'hot', 'soup', 'local', 'new', 'zealand', 'pancakes', 'enjoy', 'plus', 'get', 'free', 'visit', 'waitomo', 'caves', 'museum']",None Related,459
Wall of Love,"['wall', 'love', 'paris', 'small', 'park', 'hillside', 'montmartre', 'north', 'paris', 'love', 'wall', 'covers', 'area', 'square', 'meters', 'consists', 'dark', 'blue', 'rectangular', 'tiles', 'wall', 'filled', 'love', 'written', 'fonts', 'languages', 'couples', 'come', 'paris', 'go', 'love', 'wall', 'couples', 'kiss', 'pictures', 'letting', 'romantic', 'love', 'wall', 'witness', 'love', 'frédéric', 'baron', 'initiator', 'montmartre', 'love', 'wall', 'french', 'musician', 'known', 'writing', 'love', 'songs', 'since', 'baron', 'collected', 'recorded', 'handwritings', 'love', 'written', 'languages', 'established', 'montmartre', 'love', 'wall', 'valentine', 'day', 'february', 'wall', 'painting', 'girl', 'dark', 'blue', 'suspender', 'dress', 'reclining', 'small', 'table', 'next', 'painting', 'line', 'small', 'print', 'sensible', 'demand', 'soyonsraisonnable', 'left', 'side', 'wall', 'found', 'three', 'vertical', 'rows', 'chinese', 'characters', 'love']",None Related,190
Waterbom Bali,"['fun', 'adventure', 'experiences', 'south', 'side', 'kuta', 'beachfantasy', 'excitement', 'premier', 'water', 'parkthe', 'first', 'choice', 'families', 'friends', 'travel', 'vacation', 'waterbom', 'bali', 'variety', 'water', 'slides', 'swimming', 'pools', 'playgrounds', 'giant', 'water', 'slides', 'rush', 'speed', 'kilometers', 'per', 'hour', 'thrilling', 'lazy', 'river', 'tropical', 'plants', 'planted', 'along', 'banks', 'allows', 'leisurely', 'enjoy', 'comfort', 'surrounded', 'greenery', 'natural', 'relaxing', 'water', 'leisure', 'activities', 'enjoy', 'happy', 'time', 'extremely', 'popular', 'waterslide', 'make', 'scream', 'surrounded', 'greenery', 'relax', 'body', 'mind', 'relax', 'feel', 'extremely', 'comfortable']",None Related,113
Waterbom Bali,"['fun', 'adventure', 'experiences', 'south', 'side', 'kuta', 'beachfantasy', 'excitement', 'premier', 'water', 'parkthe', 'first', 'choice', 'families', 'friends', 'travel', 'vacation', 'waterbom', 'bali', 'variety', 'water', 'slides', 'swimming', 'pools', 'playgrounds', 'giant', 'water', 'slides', 'rush', 'speed', 'kilometers', 'per', 'hour', 'thrilling', 'lazy', 'river', 'tropical', 'plants', 'planted', 'along', 'banks', 'allows', 'leisurely', 'enjoy', 'comfort', 'surrounded', 'greenery', 'natural', 'relaxing', 'water', 'leisure', 'activities', 'enjoy', 'happy', 'time', 'extremely', 'popular', 'waterslide', 'make', 'scream', 'surrounded', 'greenery', 'relax', 'body', 'mind', 'relax', 'feel', 'extremely', 'comfortable']",None Related,113
Waymo ,"['self', 'driving', 'car', 'company', 'google', 'spun', 'leads', 'pack', 'autonomous', 'vehicle', 'developers', 'setting', 'stage', 'could', 'massive', 'transformation', 'personal', 'mobility']",Robotic,31
Whale Watch Kaikoura,"['get', 'close', 'personal', 'world', 'largest', 'toothed', 'predator', 'giant', 'sperm', 'whale', 'lucky', 'opportunity', 'rare', 'dark', 'spotted', 'dolphins', 'hector', 'dolphins', 'new', 'zealand', 'fur', 'seals', 'animals', 'voyage']",None Related,42
Wilder Systems,"['wants', 'future', 'manufacturing', 'tasks', 'completed', 'modular', 'autonomous', 'robots', 'company', 'supplies', 'robots', 'service', 'industrial', 'service', 'enterprises', 'company', 'works', 'commercial', 'governmental', 'enterprises', 'specifically', 'interested', 'aerospace', 'applications', 'wilder', 'systems', 'robots', 'drill', 'aircraft', 'seal', 'inspections']",Aerospace,51
YG Entertainment,"['yg', 'entertainment', 'largest', 'entertainment', 'brokerage', 'companies', 'korea', 'entertainment', 'company', 'hiphop', 'singers', 'korea', 'founded', 'yang', 'hyun', 'suk', 'members', 'disbanded', 'popular', 'group', 'seo', 'taiji', 'children', 'representative', 'artists', 'include', 'psy', 'uncle', 'bird', 'bigbang', 'winner', 'epikhigh', 'ikon', 'blackpink', 'crystal', 'boy', 'lee', 'jong', 'suk', 'goo', 'hye', 'sun', 'lee', 'ha', 'yi', 'music', 'tong', 'musician', 'nam', 'joo', 'hyuk', 'lee', 'sung', 'kyung', 'etc']",None Related,85
Yaskawa Electric,"['manufacturer', 'servos', 'motion', 'controllers', 'ac', 'motor', 'drives', 'switches', 'industrial', 'robots', 'motoman', 'robots', 'heavy', 'duty', 'industrial', 'robots', 'used', 'welding', 'packaging', 'assembly', 'coating', 'cutting', 'material', 'handling', 'general', 'automation']",Robotic,32
Yemaachi Biotech,"['uses', 'immunogenomics', 'bioinformatics', 'artificial', 'intelligence', 'accelerate', 'development', 'cancer', 'detection', 'cure', 'strategies', 'ultimately', 'goal', 'lowering', 'economic', 'burden', 'cancer', 'continent']",Biotechnology,31
Yeouido,"['yeouido', 'small', 'island', 'han', 'river', 'south', 'korea', 'headquarters', 'mbc', 'kbs', 'cherry', 'blossoms', 'bloom', 'spring', 'every', 'year', 'yeouido', 'becomes', 'flower', 'garden', 'seoul', 'round', 'road', 'island', 'yeouido', 'guarded', 'blooming', 'cherry', 'blossoms', 'sides', 'forming', 'long', 'long', 'circular', 'tunner', 'famous', 'sakura', 'avenue']",None Related,66
Yeouido Hangang Park,"['hangang', 'citizens', 'park', 'along', 'hangang', 'river', 'runs', 'seoul', 'place', 'citizens', 'often', 'gather', 'rest', 'total', 'area', 'million', 'square', 'meters', 'various', 'sports', 'facilities', 'rest', 'facilities', 'every', 'day', 'jog', 'walk', 'along', 'trails', 'hanjiang', 'park', 'well', 'roller', 'coasters', 'bike', 'rides']",None Related,63
Yves Saint Laurent Mansion,"['private', 'villa', 'french', 'artist', 'jacques', 'majorelle', 'later', 'bought', 'french', 'fashion', 'master', 'yves', 'saint', 'laurent', 'lived', 'several', 'years', 'open', 'become', 'popular', 'attraction', 'marrakech', 'garden', 'full', 'rare', 'plants', 'surrounded', 'blue', 'villa', 'well', 'tombstone', 'yves', 'saint', 'laurent', 'small', 'cafe', 'french', 'artist', 'jacques', 'majorelle', 'acquired', 'piece', 'land', 'outskirts', 'marrakech', 'new', 'district', 'city', 'devoted', 'almost', 'entire', 'life', 'experience', 'designing', 'building', 'garden', 'collecting', 'various', 'plants', 'world', 'build', 'cactus', 'garden', 'vine', 'promenade', 'lotus', 'pond', 'bamboo', 'forest', 'trail', 'said', 'kinds', 'cactus', 'alone', 'garden', 'filled', 'painter', 'favorite', 'blue', 'villas', 'vases', 'walls', 'pools', 'bright', 'pure', 'blue', 'blue', 'later', 'called', 'majorelle', 'blue', 'painter', 'died', 'car', 'accident', 'garden', 'slowly', 'abandoned', 'yves', 'saint', 'laurent', 'legendary', 'gay', 'partner', 'pierre', 'berge', 'discovered', 'majorelle', 'garden', 'marrakech', 'immediately', 'bought', 'garden', 'nearly', 'years', 'master', 'lived', 'majorelle', 'garden', 'every', 'spring', 'june', 'costume', 'master', 'passed', 'away', 'pierre', 'berge', 'scatters', 'ashes', 'garden', 'fulfill', 'master', 'wish', 'villa', 'turned', 'museum', 'room', 'behind', 'villa', 'yves', 'saint', 'laurent', 'manuscripts', 'displayed']",None Related,257
ZOIC LABS,"['zoic', 'labs', 'exists', 'intersection', 'data', 'narrative', 'design', 'technology', 'collaboration', 'create', 'advanced', 'visualization', 'technologies', 'multiple', 'use', 'cases', 'working', 'private', 'companies', 'government', 'sectors', 'alike', 'zoic', 'labs', 'visualization', 'tech', 'utilized', 'remote', 'sensing', 'ais', 'ship', 'tracking', 'electromagnetic', 'sensing', 'company', 'sister', 'company', 'zoic', 'studios', 'provides', 'advanced', 'graphics', 'storytelling', 'capabilities', 'film', 'television', 'gaming', 'vr', 'productions']",Aerospace,66
iRobot,"['irobot', 'uses', 'ai', 'engineering', 'home', 'robots', 'like', 'roomba', 'robot', 'vacuum', 'braava', 'mopping', 'robots', 'roomba', 'users', 'schedule', 'robot', 'continue', 'cleaning', 'gone', 'braava', 'robots', 'directed', 'clean', 'voice', 'commands', 'company', 'proprietary', 'technology', 'guides', 'robots', 'around', 'obstacles', 'clean']",Robotic,55
old nice,"['today', 'old', 'town', 'nice', 'still', 'maintains', 'appearance', 'century', 'ad', 'hunt', 'treasures', 'labyrinth', 'alleys', 'experience', 'french', 'shopping', 'square', 'market', 'sarea', 'enjoy', 'traditional', 'delicious', 'food', 'nice', 'square', 'nice', 'first', 'greeks', 'conquered', 'roman', 'empire', 'broke', 'away', 'italian', 'rule', 'therefore', 'old', 'town', 'nice', 'vieuxnice', 'full', 'old', 'buildings', 'full', 'italian', 'style', 'buildings', 'bright', 'bright', 'alleys', 'twist', 'turn', 'hills', 'characteristic', 'shops', 'hidden', 'alleys', 'restaurants', 'bars', 'always', 'give', 'visitors', 'amazed', 'sights', 'visit', 'old', 'town', 'nice', 'opera', 'house', 'cathédrale', 'place', 'garibaladi', 'palais', 'lascaris', 'chapelledela', 'miséricorde']",None Related,138
Èze,"['small', 'town', 'eze', 'nice', 'monaco', 'medieval', 'town', 'cliffs', 'cote', 'villages', 'geographical', 'location', 'view', 'mediterranean', 'sea', 'attracted', 'countless', 'tourists', 'town', 'steep', 'rock', 'wall', 'buildings', 'made', 'stone', 'loess', 'roads', 'narrow', 'like', 'labyrinth', 'like', 'way', 'vulture', 'builds', 'nest', 'therefore', 'called', 'vulture', 'nest', 'village', 'american', 'film', 'catcha', 'thief', 'filmed']",None Related,96
